,text,intent_ovr
6525, Homophobes Lose Their Damn Minds After Request To ‘Give Elsa A Girlfriend’ Hits Twitter,facts
4476, WATCH: Megyn Kelly Takes A Shot At Hannity By Wondering When Trump Will Talk To A Real Journalist,facts
1396," Conservatives Bashed Obama For ‘Bowing’ To Saudis, Trump Just…Curtsied??? (VIDEO)",facts
4924, CNN Guests Get Into INSANE Fight Over Trump’s Black Outreach: ‘You’re Supporting A Bigot!’ (VIDEO),facts
12672,BREAKING: CROOKED SEC OF STATE HILLARY Knew Taking $12 MILLION From King Mohammed VI of “Corrupt” Morocco Might Hurt Campaign…Took It Anyway [VIDEO],facts
19305,TRUMP PUT JENNIFER HUDSON And Relatives Up Rent-Free In Trump Towers After Her Family Was Murdered…So Why Isn’t She Performing At His Inauguration?,facts
19095,ARRESTED: MUSLIM US ARMY VET Charged With Plotting Terror Attack In US On Behalf Of ISIS,facts
20935,THE “OBAMA PROJECT”…Does Barack Have Secret Plans To Punish White America After He Leaves Office?,facts
19571,DEPARTMENT OF JUSTICE Fines Sheriff For Excluding Illegals When Hiring,facts
5995," John Oliver Started A Debt Collection Agency, And What He Did With It Will Blow You Away (VIDEO)",facts
361, It’s Time To Stop Excusing Trump Supporters And Start Shaming Them For The Awful People They Are,facts
8513," Trump Won’t Be At The Fox News Debate, Underoos Officially In Wad (VIDEO)",facts
23049,Obama Commuted Manning’s Sentence,facts
4492, WATCH: Black Protesters Drove David Duke Out Of His Own Racist Protest,facts
8252, This Ridiculously Creepy Vine May Prove Ted Cruz Is Steve King’s Ventriloquist Dummy (VIDEO),facts
9439,‘BUBBA’ BAFFLES With Claim Of Very Few Murders By Muslims…How Influx of Muslims Has ‘Deeply Enriched’ Us [Video],facts
10431,"#LockHimUp Former Oversight Chair Jason Chaffetz: If Comey’s Leaked Memos Contained Classified Information, He Should Have Handcuffs On And Go To Jail",facts
14683,BREAKING: “The Real Donald Trump Story” [VIDEO],facts
14703,TRUMP’S RIGHT AGAIN: North Korea Says It Just Tested The ‘H Bomb Of Justice’ After Nuclear Test [Video],facts
22287,"CONVENIENT? ‘Active Shooter’ Kills 5 in Fort Lauderdale, CNN Claims Voices in His Head ‘Told Him to Join ISIS’",facts
19060,"HILLARY VOLUNTEER, Obama Supporter Mocks Ryan Owens’ Widow Carryn For “Standing there and clapping like an idiot”",facts
22273,SUNDAY SCREENING: Counter Intelligence – The Deep State,facts
11016,"COWARDLY BLACK BLOC THUG Dane Powell Pleads Guilty…Faces 6 Yrs In Prison For Rioting, Assaulting Police During Trump’s Inauguration [VIDEO]",facts
13138,HERE’S HOW CROOKED HILLARY Deleted The “Money Trail” Of Millions In E-mails,facts
10915,MARK LEVIN BURNS OBAMA: “Trump did what Obama didn’t have the nerve to do” [Video],facts
13656,"REGISTERED MUSLIM VOTERS UP Over 324,000 Since Last Presidential Election…CAIR Applauds",facts
1730," GOP FURIOUS As Repeal FAILS, Americans Now Prefer Obamacare Over Entire Republican Party (IMAGE)",facts
14010,AWESOME! Reporter Ruins Trump Protester’s Day With This Shocking News [Video],facts
22743,Twitter ‘Off-Boards’ (Bans) RT and Sputnik Ads Ahead of Capitol Hill Testimony,facts
19979,LIBERALS ATTACK ROB LOWE After He Offers Perfect Solution For #NFL Athletes Disrespecting National Anthem,facts
1517, This ‘Daily Show’ Reunion Is Exactly What America Needs Right Now,facts
20462,B*TCH OF BENGHAZI WINS Democrat Nomination” I’m Encouraged By Extraordinary Conviction” Of Her Supporters,facts
13007,5 FACTS The Media Won’t Tell You About Cops Killing Blacks [VIDEO],facts
21825,CLINTON MEGA-CHARITY: “Slush Fund For The Clinton’s” Took In $140 Million… Gave Pittance In Direct Aid,facts
3405, A Former CIA Chief Just Said Trump Will Be Held Responsible For New Terror Attacks (DETAILS),facts
21040,THE REAL TRUTH ABOUT WHY OBAMA Is Planting Muslim Refugees In Small Towns Across America,facts
15572,THIS COMPANY PUTS UP A BILLBOARD THAT FINALLY GETS #BlackLivesMatter RIGHT… WITHOUT THE RACIST CONNOTATION,facts
6579, Officials Caught Falsifying Records To Deny Food Stamps To Families With Less Than $100 (VIDEO),facts
17593,PRESIDENT TRUMP Retweets 3 Videos Of Muslims Committing Disgusting Hate Crimes…The Left EXPLODES,facts
18768,"FRANCE: “Topless Trump” And “Topless Marine Le Pen” Dragged Away From Polling Place, As Country Under Siege By Islamic Radicals Votes",facts
22885,ABSOLUTE SUBMISSION: Trump Bows to Neocon Orthodoxy,facts
17100,Great Video! Muslim Invasion Of The West In Progress Thanks To Obama,facts
15655,DISNEY WORKER TELLS HORROR STORY OF BEING FORCED TO TRAIN FOREIGN WORKER To Replace Him Or Forego Severance Package,facts
11548,"FULL INTERVIEW: PRESIDENT TRUMP Nails It On Immigration, Obamacare, US Military, Jobs And “Incompetent” Nancy Pelosi [Video]",facts
5973, How Trump Tried To Get Money From A Terrorist-Backing Dictator,facts
12277,"GERMANY’S Anti-Trump, Open Borders ANGELA MERKEL Sees Re-election Poll Numbers Drop…Orders 100,000 Migrants To Be Deported…By Force If Necessary",facts
5847," Neil DeGrasse Tyson’s Beautiful, Yet Completely Scientific, Tribute To The LGBT Rainbow",facts
23071,CIA Report Released: Trump maintains DNC Leaks had “Absolutely no effect on outcome of election”,facts
5333," Hillary Boils The GOP’s Entire Problem Down To A Single, Brilliant Sentence",facts
16724,"BREAKING: FBI AGENTS UNDER INVESTIGATION For Shooting Death Of Patriot, Levoy Finicum [VIDEO]",facts
5850, The Boston Globe Releases Powerful Cover With This Simple Demand (IMAGE),facts
16624,HYSTERICAL! The Guy Who’s Spent Majority Of Both Terms On Golf Courses Makes THIS Insane DEMAND Of Congress,facts
19683,"BLACK AMERICAN On How I Became A Republican: “If You’re Voting’ Democrat, It’s Cuz You Want The (Food) Stamps…Get Your A*S Up And Get To Work, ******* Make America Great Again” [VIDEO]",facts
20235,LOL! DEMOCRAT Congressman HUMILIATED After Comparing Trump To Dangerous “RACIST” Republican Governor…WATCH Republican Congressman Explain Governor Was Actually A Democrat [VIDEO],facts
18398,ERIC HOLDER Encourages DOJ To Keep Attacking Trump…STUNNING List Of Holder Scandals Reveals Why Trump Needs To Drain Obama’s Corrupt DOJ Swamp,facts
14196,WATCH KARL ROVE Get Called Out On The GOP Establishment’s Plan To Deny Trump At Convention [Video],facts
7230," Grey’s Anatomy Star Makes Hilarious Observation Of Trump’s Life Choices, And It’s Perfect (TWEET)",facts
5063," Two Muslim Men Shot To Death In Queens, Locals Blame Trump (VIDEO)",facts
9669,ACADEMY AWARD WINNING ACTOR In Harvey Weinstein’s New Batman Movie Once Denounced Pedophilia Hysteria…Claimed: “Children UNDER 16 [yrs old] Are Immensely Attractive”,facts
1163," Sean Spicer Bombs Press Briefing, Fails To Defend Trump Over Comey Tapes (VIDEO)",facts
15426,BREAKING: IT TURNS OUT BOWE AND B.O. HAVE SOMETHING ELSE IN COMMON [Video],facts
2355," Trump Tweets A Douchey, Self-congratulatory “THANK YOU” And Americans Tell Him Where He Can Shove It (TWEETS)",facts
10651,“MY HOMETOWN IS GONE” A Shocking First-Hand Account of the Islamization of an American Small Town,facts
22463,"Boiler Room EP #76 – Resign, Surrender, Confess!",facts
1119, Trump Hires Son’s Wedding Planner To Run New York Housing Department,facts
23062,"Patrick and Hesher: ‘DNI, CIA have lost the plot, and RT is beating CNN’",facts
13315,SAY WHAT? Law Firm Who Gave GITMO TERRORISTS Anti-American Propaganda To Host Major FUNDRAISER For HILLARY [VIDEO],facts
11053,WOW! Former Professional Boxer Wearing “Soldier Of Allah” T-Shirt Warns 3 British Activists To “Fear For Their Lives” On New Youtube VIDEO,facts
6003, The Obamas Gave A Heartbreaking Tribute To Muhammad Ali (VIDEO),facts
10922,DEMOCRAT MAXINE WATERS GOES OFF THE RAILS: Smears Trump…Calls Jeff Sessions A Throwback To The Days Of Jim Crow [Video],facts
18605,CA: STATE LEGISLATORS Want Traffic Fines To Be Tied To Income…Because Of “Racism”,facts
15940,‘One for the Ages’ Full Video and Transcript of Trump’s Incredible UN Speech [Video],facts
13780,SYRIAN REFUGEES Spreading Catastrophic Outbreak Of FLESH EATING DISEASE To Host Nations…Disease Is Difficult To Detect In Refugees Coming To U.S.,facts
3225, Conservative Calls President Obama A ‘Muslim’ Over UN Resolution And Gets Epically BURNED,facts
10863,SETH RICH MURDER Has CHILLING SIMILARITIES To Clinton Body Count Victims,facts
1526, Betsy DeVos TOTALLY HUMILIATED During Keynote Speech At Historically Black University,facts
6479, Incoherent Lady Goes On CNN To Inform Paul Ryan She’ll Destroy Him For Bashing Trump (VIDEO),facts
17180,BEST TWEET OF THE DAY,facts
12771,THE VIEW’S LOUDMOUTH LIBERAL Joy Behar Calls Bill Clinton’s Rape Victims “TRAMPS” On Show Targeted To Women [VIDEO],facts
18932,CROOKED HILLARY’S Campaign Manager Won’t Rule Out 2020 Run For President…She’s Focused On Tackling Worldwide Challenges Right Now…LOL!,facts
12302,CNN’S WOLF BLITZER Gets A Tongue Lashing From RNC’s Spicer: “You’ve Asked Me Eight Times The Same Question!”,facts
14731,"FBI POSTS $5,000 REWARD For Person Who Committed “Hate Crime” With Bacon? [VIDEO]",facts
5668, Foreign Leaders To Team Trump: Quit Begging Us For Money For Your ‘Repugnant’ Campaign (TWEETS),facts
7581, WATCH: Trump Becomes Unhinged When Confronted About His Vulgar Language In Front Of Children,facts
18969,"TRUMP TO END FUNDING For Taxpayer-Funded, Leftist Propaganda Public Broadcasting Corp.",facts
13860,OBAMA’S WORLD APOLOGY TOUR To Begin With Vietnam and Japan,facts
12749,WIKILEAKS EMAIL: Hillary Camp Calls Conservatives In Church Amazing “Bastardization Of Faith” [VIDEO],facts
19894,FBI DATA Shows Black-On-Black Murders Off The Charts During Obama Presidency…So Why Is Obama Chasing Cops From Black Neighborhoods?,facts
1437," A Reporter Asked Paul Ryan If He Still Has Confidence In Trump, He Ran Away (VIDEO)",facts
592, Trump Comes For McConnell AGAIN With Latest Statement: ‘Fulfill My Campaign Promises For Me Or Quit’,facts
7269, Corinthian Colleges Must Pay Students More Than $1 Billion Dollars,facts
1196, Trump HUMILIATED At The Beach This Weekend With HILARIOUS Flying Banner,facts
4431, Trump Goes DISGUSTINGLY Low With Assault On Hillary’s Family (VIDEO),facts
4726," Trump Belittles Female Veteran, Embarrasses Himself With Totally Wrong Claim (VIDEO)",facts
702, White House In Chaos As Trump Fires Scaramucci After Only 10 Days On The Job,facts
4012, WATCH: Trump Crudely HUMILIATED A Woman Onstage Because She Accidentally Didn’t Introduce Him,facts
7811, Racist David Barton: Why Aren’t Blacks Thanking Us For Freeing Them? (VIDEO),facts
9822,‘Unable To Sleep’ NFL Quarterback Regrets Not Standing For National Anthem #BoycottNFL,facts
1416, Jason Chaffetz Prepares To Run For The Hills As The Russia Probe Heats Up (DETAILS),facts
7693, Trump Bails On CPAC And Republicans Are Now Beyond PISSED At His Antics (TWEET),facts
15404,"OBAMA’S ARMY: BLACK LIVES MATTER TERRORIST SHOUTS, “Burn Everything Down” IN LARGE ACTIVIST MEETING, AS CO-FOUNDER CHEERS [VIDEO]",facts
15759,BREAKING: FREDDIE GRAY HEAD INJURY MATCHES BOLT ON DOOR OF TRANSPORT VAN,facts
17956,TRUMP RETWEETS HILARIOUS Video Of Him Hitting Golf Ball That Hits Crooked Hillary In The Head…Left Goes NUTS!,facts
5994," The Ladies Of ‘The View’ Just HAMMERED Trump’s Obvious Racism, And It’s Glorious (VIDEO)",facts
3888, WATCH: Bill Maher HAMMERS Trump In Final Plea To Voters On Fallon,facts
2357, WATCH: Keith Olbermann Goes On EPIC Pre-Trump Address Rant With An AWESOME Twist At The End,facts
18890,PUTIN Steals Famous President Bush Quote In Forceful Denial Of Russian Interference In U.S. Elections…Makes Surprising Announcement About Relations With U.S.,facts
10267,NJ GOV CHRIS CHRISTIE Gets in Cubs Fan’s Face at Baseball Game…Not Pretty [Video],facts
10226,MAJOR LIBERAL RAG RELUCTANTLY PUBLISHES Article On President Trump’s Outstanding Accomplishments…It’s How They Explain His Successes That Has Everyone Laughing,facts
4202, Man Almost Dies On Flight Because Crew Didn’t Think Black Women Can Be Doctors,facts
21283,"Planned Parenthood Fundraises Over Shooting…Only Problem Is, No One At Body Parts Harvesting Store Was Shot",facts
9386,WATCH: JOY BEHAR of “THE VIEW” Calls Bill Clinton Rape and Sexual Assault Victims “Tramps” That “Slept With” Hillary’s Husband…Whoopi Says Hillary’s The “Victim”,facts
14635,BREAKING UPDATE ON Obama’s War On Cops: Ohio Police Officer Murdered By Thug “looking to kill an officer” [VIDEO],facts
153, 4 Reasons Why This Little-Known Trump Aide Is More Dangerous To Trump Than Paul Manafort,facts
8246, Trump’s Son Tries His Hand At Politics: Waterboarding ‘No Different’ Than Being A Frat Boy (VIDEO),facts
4526, Trump Loses Support Of Police Union After Saying Tulsa Shooting Cop ‘Choked’ (VIDEO),facts
13909,"BLACK LIVES MATTER ACTIVIST, Erica Garner Makes Campaign Ad For SANDERS [VIDEO]…OOPS! Bernie’s Support For INSANE TAXES Killed Her Dad",facts
17916,WATCH: Why NFL Players Taking A Knee Is Total Bullsh*t…It’s Really About “Trump-Derangement-Syndrome”,facts
4981, Trump Kicks His Own Teen Supporter Out Of Rally ‘For Having Dark Skin’ (VIDEO/IMAGE),facts
6812," Bernie Sanders Comforts Frustrated Voters, SHREDS New York’s Closed Primary (VIDEO)",facts
11741,FLASHBACK: NANCY PELOSI TO ADOPTED WOMAN: Your Mom Should Have Had The Choice To ABORT You [Video],facts
9004, Here Are The Right-Wing Scumbags The Bundy Militiamen Say They’ll Kill People To Protect,facts
11230,BREAKING: A Third Democrat Senator To Vote For Supreme Court Nominee Neil Gorsuch,facts
6031, May Jobs Report And Unemployment Rate Bleak – Guess Who’s To Blame? (Hint: It’s Not Obama),facts
20580,POLICE CALLED TO GRISLY MURDER SCENE: Find Decapitated Blow Up Sex Doll In City Overrun By Muslim Immigrants,facts
19132,CLASS ACT! WATCH THE TODAY SHOW’S MATT LAUER Get Shot Down By Trump’s Friend New England Patriots Owner Bob Craft [Video],facts
1169," AZ Republican Calls Cops On Constituents Delivering Cookies, Claims They Set Cars On Fire",facts
16273,WIKILEAKS HITS BACK At Lying Political Hack James Clapper…Testimony On The Hill Highly Partisan! [Video],facts
19637,SHOCKING ATTACK: High School Girl Brutally Beaten For Supporting Trump [Video],facts
8634," Trump Has BIG Plans For Sarah Palin, And It’s Really, REALLY Terrifying (VIDEO)",facts
19368,"YES, Obama CAN Appoint A Supreme Court Justice Before He Leaves…But Will He?",facts
21240,"CHILLING UNDERCOVER VIDEO Exposes Discrimination, Relationships With Judges And Arbitrary Criteria Used To Deny Gun Permits",facts
16174,OUTRAGEOUS! Intimidation of Citizens Opposed to Mosque Goes to Court,facts
2830, Someone Just Bought AlternativeFacts.com And It’s F**king Brilliant (IMAGE),facts
16519,RINO MITCH McCONNELL Praises Hillary Day After Benghazi Hearing…Says He Could Work With Her As President,facts
5601, One Woman Is Trying (And Failing) To Combine Feminism And Anti-Abortion Activism,facts
3988," Was Trump’s Tax Evasion Perfectly Legal, As He Claims? His Own Tax Lawyers Say Probably Not",facts
7045, Rick Scott Issues Bizarre Response To The Woman Who Humiliated Him In Starbucks,facts
2578," Instead Of The Middle East, Trump Sent His Terrorism Taskforce To The Midwest; Why?",facts
9281,WATCH: MEGHAN MCCAIN RIPS Into Joy Behar For Her Embarrassing Reaction To Brian Ross’ FAKE NEWS Report On “The View”,facts
18512,"MALE PAKISTANI IMMIGRANT Dresses As Woman In Burqa…Lures 11 Yr Old Boy From Mosque…Rapes, Strangles Him To Death",facts
15343,HILLARY CLINTON CRASHING IN POLLS: Moves To Obama Strategy…Using Taxpayer Money To Give Away Free Sh*T,facts
6064, Fox News Host Makes Herself A Total Laughingstock In Attempted Dig At NASA (TWEETS),facts
18452,TREY GOWDY ON CROOKED DNC: ‘There May Be Something The DNC Didn’t Want Law Enforcement to See In Hacked Server [Video],facts
16955,“Get Out Of Your Trucks And Run Away”…OBAMA’S MILITARY Gives 45 Minute Warning To ISIS Before Bombing Oil Tankers,facts
17862,"BREAKING REPORT: HILLARY SUPPORTER, CEO Of Las Vegas MGM and Mandalay Bay Resort Asked Employees To Donate To CAIR Only 2 Months Ago, Wife Worked For Obama",facts
7339," Adele Brings Whole Crowd Together To Dedicate Song To Brussels, And It’s Breathtaking (VIDEO)",facts
10644,LEFTISTS ATTACK Barron Trump On Social Media Over T-Shirt…Go Off Deep-End Over Strange Toy He Held In His Hand As He Arrived At New Home [Video],facts
21342,JUDGE REMOVES 1 YR OLD FROM HOME OF MARRIED LESBIANS: Should Be Sent To “A more traditional home”,facts
16204,NIGERIAN IMMIGRANT Worth $1.5 Million Arrested For $100K Food Stamp and Welfare Fraud [Video],facts
10768,JUDGE JEANINE: “America is Back but the President has ONE HUGE PROBLEM he needs to fix” [Video],facts
9559,JUST IN: Benghazi Attack Organizer On Way To U.S. After Being Captured In Libya In President Trump Approved Special Ops Mission,facts
3867, BREAKING: Trump Buildings Go On Lockdown As THOUSANDS Protest Trump’s Electoral Victory (VIDEOS),facts
8208," Netanyahu Echos Trump, Wants Fence Around Israel To Keep Out ‘Wild Beasts’ (VIDEO)",facts
5068, ‘No Chance He’s Going To Win’: Operative Who Elected Bush Tells All On Trump,facts
20829,So Much For Brussels Terror Victims…Let’s Play Ball!,facts
22054,SHOCKER: Washington Post Publishes OpEd Critical of Pro-Israel Law Which Shuts Down BDS,facts
21244,Democrat Mayor Proclaims He’s Barring Trump From Entering St Petersburg,facts
14426,SHARIA LAW GRANTS MUSLIM MAN Permission To Marry 8 Year Old [VIDEO],facts
9157,FORMER DNC AIDES In Hot Water Over Possible Money Laundering Scheme to Fund Terrorism Overseas,facts
17931,PRESIDENT TRUMP SLAM DUNKS Golden State NBA Punk Stephen Curry Who Bragged About Not Going To White House To Celebrate Championship,facts
8638, This Deranged Michigan Congressman Thinks Disaster Relief For Flint Is Unconstitutional: Here’s Why,facts
15157,Germany Displacing Residents To Make Way For Syrian Refugees: Nurse Shocked After Being Kicked Out Of Same Flat For 16 Years,facts
3547, Obama Makes UNPRECEDENTED Move To Protect The World From Trump (DETAILS),facts
14840,TRUMP SPOKESPERSON Delivers A Knockout Punch To Arrogant CNN Host [Video],facts
5367," Hillary Delayed Telling Staff Her VP Pick, Instead Left Roses For Orlando Victims (IMAGES)",facts
20375,"HILLARY SHARES PRO-ILLEGAL MANIFESTO: Plans To Open Borders, Create Taxpayer Funded Agency To Give ILLEGALS Amnesty",facts
21239,"BRITISH TV PERSONALITY: Don’t Blame Trump For Muslim Ban Comments , He Speaks For The Masses…Who Can Blame Americans For Not Wanting To End Up Like UK? [VIDEO]",facts
22893,Boiler Room #108 – Who’d Win in a Fight? Boiler Room vs. Hitler vs. Dracula,facts
5759, WATCH: CNN Host Calls Out House Republicans For Refusing To Declare War On ISIS,facts
6942, Watch: Another Black Protester Is Brutally Attacked By A White Trump Fan (VIDEO),facts
10020,President Trump’s Extreme Vetting Takes the Next Step…But Is It Enough?,facts
2220, There Are Already Four Ways Trump Could Be Impeached — Here Are The Details,facts
2474, John McCain: Russian Election Meddling Is Even More Serious Than A Physical Attack,facts
22024,Episode #199 – SUNDAY WIRE: ‘Trigger Warning: ID Politics’ with Gilad Atzmon and Jay Dyer,facts
14828,Democrat Mayor Proclaims He’s Barring Trump From Entering St Petersburg,facts
8919, Brokeback Bundy: Hilarious Hashtag Mocks What The Militia Is Getting Up To In The Woods,facts
14587,BREAKING: FEDS ARREST AMMON BUNDY With Fellow Militiamen Occupying Wildlife Refuge,facts
16073,DEADBEATS BEWARE: Trump’s Food Stamp Reform Is Your Worst Nightmare,facts
17412,ELEMENTARY SCHOOL PLANS ‘BLACKS ONLY’ FIELD TRIP TO COLLEGE FOR THIRD GRADERS,facts
6891, Maddow DESTROYS Trump’s ‘Dangerous’ Move In His Most Hateful Campaign Stop Yet (VIDEO),facts
9954,Al Michaels Does Commentary On Who Didn’t Stand for National Anthem at NFL Opener,facts
5660, Naked Man Rants About Trump In Times Square,facts
6317, Melania Trump: Reporter ‘Provoked’ Anti-Semitic Threats From My Fans,facts
6973," White Crowd Chants ‘Donald Trump, Build That Wall!’ And Then The Black And Latina Players Did This",facts
11573,CHECKMATE! President Trump Just Made A HUGE Announcement About The White House Correspondents’ Dinner,facts
2519, BREAKING: Republican Judge Calls For Impeaching ‘Dangerous’ Trump: ‘America Is At Stake’,facts
180, WATCH: Former White House Official Suggests On Hannity That Hillary Clinton Should Be Executed,facts
5993, Sources: President Obama Set To Make Official 2016 Endorsement This Week,facts
14443,BIG NAME REPUBLICAN CANDIDATE SUSPENDS CAMPAIGN,facts
17785,LOL! LIBERAL HACK JOY REID Tries To Turn Death of 4 U.S. Soldiers In Niger Into Trump’s Benghazi…Gets HUMILIATED When She Finds Out Who Sent Troops There,facts
18529,"“DRIVE THEM OUT OF YOUR PLACES OF WORSHIP!” London Imams Take President Trump’s Advice, REFUSE To Perform Funeral Rights For Islamic Terrorists [VIDEO]",facts
21746,WHY WAS THIS YOUNG MAN SPONSORED BY CAIR INVITED TO THE WHITE HOUSE,facts
21124,DID IRAN RELEASE This Footage Of Captured U.S. Sailor Apologizing To Humiliate America?,facts
18855,YIKES! Hillary Still Needs Help Walking On Stage…Walks Gingerly To Microphone [VIDEO],facts
4443, WATCH: ‘The View’ Rips Trump For Not Having The Balls To Apologize For His Sexism,facts
12184,OOPS! OBAMA Tells Troops No Foreign Terror Attacks Happened On His Watch: Here’s Complete List Of RADICAL ISLAMIC TERROR Attacks On US Soil During His Presidency [VIDEO],facts
18382,"WAS KILLER OF FEMALE NYPD Officer, HILLARY Supporter Inspired By Democrat Leaders, Black Lives Matter Anti-Cop Rhetoric?",facts
8491, Black Chicago Teen Calls Cops 3 times For Help Before They Execute Him (VIDEO),facts
8870, Watch What Happens When a Muslim Woman Shows Up At A Donald Trump Rally (VIDEO),facts
2566, Trump Got Caught Doing Something REALLY CREEPY On Vacation In Florida (IMAGES),facts
21321,OBAMA USES SPEECH ON FOREIGN SOIL To Disparage Half Of America: Ted Cruz Eviscerates JV President With This Brutal Response [Video],facts
13929,A LEGEND IN HIS OWN MIND? Joe Biden Has Regrets About Not Running And You Won’t Believe Why,facts
2938, Trump Literally Wanted A North Korea Style Military Parade At Inauguration Including Tanks And Missile Launchers,facts
1130, Russian Lobbyist Blows Jeff Sessions’ Story Right Out Of The Water,facts
6165, Rosie O’Donnell Just CRUSHED What Was Left Of ‘Sh*tstain’ Donald Trump’s Pride (VIDEO),facts
19495,UNREAL! CNN PANEL Laughs And Mocks Dr. Ben Carson Over Trump Nomination [Video],facts
6767, Casts Of Broadway’s ‘Hamilton’ And ‘Color Purple’ Give Stunning Musical Tribute To Fallen Icon Prince (VIDEO),facts
7637, This New Ad Gives Us A Horrifyingly Realistic Preview Of ‘President Trump’ (VIDEO),facts
21866,[Video] OBAMA TAKES ADVANTAGE Of Opportunity To Speak In Front Of Communists in Panama About Racist America: ‘There Are Dark Chapters in Our Own History’,facts
14004,WATCH: MEXICAN-AMERICAN TRUMP Supporter DESTROYS Liberal CA City Council Member: “The problem with liberals is they lay claim to helping minorities but rarely help them”,facts
13150,MIKE ROWE SENDS A BRUTAL MESSAGE To The Media Trying To Label TRUMP Supporters As “Uneducated”,facts
9487,THEY KNEW! Donna Brazile Blows DNC Secret Wide Open: Exposes Sickening Reason DNC Remained Silent After Russians Hacked Their Emails,facts
9132,"BREAKING: FBI ARREST STOPS Horrific San Francisco “MASS CASUALTY” Christmas Day Attack By MUSLIM, Truck Driver and Former Marine Sharpshooter",facts
17651,LEFTIST MEDIA EXPOSES Democrat Party For Ignoring Rape Allegations Against Bill Clinton and For Giving Hillary A Pass After Threatening His Victims,facts
14713,FLASHBACK: SPY WHO HACKED INTO SECRET CLINTON DATA FOUND DEAD IN DUFFEL BAG IN BATHTUB,facts
16394,HILLARY EPICALLY BOMBS PRESS CONFERENCE About Weekends Attacks By Saying All The Wrong Things [VIDEO],facts
1822," Trump White House Is About To Screw Up Easter For 1,000s Of Little Children",facts
4681, Uncovered Audio Shows LIVID Hillary Clinton After 9/11 (VIDEO),facts
13130,BREAKING: #CrookedHillary Told FBI She Only Deleted Personal Emails…FBI Just Recovered 30 DELETED BENGHAZI Emails,facts
2981," Trump STRANDED, In Full Panic As ANOTHER Performer Drops Out Of Inauguration (DETAILS)",facts
19566,STUDENTS BRAVELY DEFY Catholic College VP’s Warning To Reconsider “Offensive…Divisive…Harmful” AMERICA-THEMED Party,facts
12483,BREAKING: CLINTON CLEARED…Was This A Coordinated Last Minute Trick To Energize Hillary’s Base?,facts
2822,Solondz 's social critique,review
19509,to all of this unpleasantness,review
63517,can truly be,review
26321,it 's hardly watchable,review
20047,"a tasteful , intelligent manner",review
81003,paints an absurdly simplistic picture .,review
32466,with the Sleeper Movie of the Summer award,review
26566,a more appropriate location to store it,review
62194,almost humdrum approach,review
69873,seems fried in pork .,review
38183,A moving and important film .,review
2446,"hard-bitten , cynical",review
57691,for the ride,review
85869,", Taxi Driver-esque portrayal",review
83797,", quirky movie",review
35496,de Marcken and Marilyn Freeman,review
5131,of its inventiveness,review
37596,sets Ms. Birot 's film,review
38002,more measured or polished production,review
412,young romantics out on a date,review
41246,Sara Sugarman 's whimsical comedy Very Annie-Mary,review
45186,'re definitely convinced that these women are spectacular,review
18218,in a way that borders on rough-trade homo-eroticism,review
76334,", is extraordinary .",review
64210,juice and delight,review
57439,", ` Swept Away ' sinks .",review
17367,a scary movie,review
67344,over Michael Idemoto as Michael,review
44180,-LRB- It -RRB- has the feel of a summer popcorn movie .,review
6623,drugs and rock,review
1746,Steven Shainberg 's,review
10633,Barbershop is n't as funny as it should be,review
67598,Moves in such odd plot,review
59193,` The Loud and the Ludicrous ',review
28066,Despite its old-hat set-up and predictable plot,review
16073,a lower I.Q. than when I had entered,review
43515,a certain degree of wit and dignity,review
21543,the emotional blockage that accompanies this human condition,review
6856,that never quite,review
24889,a childlike quality about it,review
56347,"a rather , er , bubbly exchange with an alien deckhand",review
23344,"sometimes inspiring ,",review
15621,"to Rudd , whose portrait of a therapy-dependent flakeball spouting French malapropisms",review
36519,wastes its time,review
50880,`` Big Trouble '',review
44088,makes you feel genuinely good,review
20373,the TV series,review
11156,You can thank me for this .,review
67422,be a true ` epic ',review
61229,the lightweight female empowerment,review
45676,I found What Time,review
9093,spat out from the Tinseltown assembly line .,review
3872,the prism of his or her own beliefs and prejudices,review
31180,particularly vexing handicap,review
71953,keep your eyes open amid all the blood,review
53267,in madness or love,review
60650,An unsuccessful attempt at a movie,review
72400,"good sources ,",review
62484,mostly wordless ethnographic extras,review
83281,come away with a greater knowledge of the facts of Cuban music,review
22111,a pulpy concept,review
8848,It will break your heart many times over .,review
61783,the most inventive,review
63644,"gets under your skin and , some plot blips",review
19328,to families and church meetings,review
57791,"for their labor , living harmoniously , joined in song",review
59531,"loud , low-budget and tired",review
41064,strong and funny,review
59892,finds its tone and several scenes run too long .,review
30522,a new career,review
31206,Has a customarily jovial air but a deficit of flim-flam inventiveness,review
68957,last week 's Reign of Fire,review
73510,because it solemnly advances a daringly preposterous thesis,review
11790,that it can do even more damage,review
58670,"Ignoring that , he made Swimfan anyway",review
19863,only one movie 's,review
71190,fly at such a furiously funny pace,review
22542,the rhythms of life,review
50350,Insufferably naive .,review
40668,How inept is Serving Sara ?,review
33767,", like Max Rothman 's future , does not work .",review
74481,Both flawed and delayed,review
26417,puts the ` ick ' in ` classic,review
85450,Kathy Baker 's creepy turn,review
35672,the peril of such efforts,review
2731,without making contact,review
73266,a real human soul buried beneath a spellbinding serpent 's smirk,review
29057,during its 112-minute length,review
25695,classic low-budget film noir movie,review
48895,much stock footage,review
