,text,subject,intent_ovr
9594,Trump open to Social Security changes if elected: adviser,politicsNews,facts
9595,Planned Parenthood sues Ohio over plan to restrict funds,politicsNews,facts
9596,"Trump, Sanders fans share hunger for campaign T-shirts, coffee mugs",politicsNews,facts
9597,Louisiana legislature passes 72-hour waiting period for abortions,politicsNews,facts
9598,Romney: It's 'disqualifying' for Trump not to release tax returns,politicsNews,facts
9599,Ryan strikes conciliatory tone ahead of Trump meeting,politicsNews,facts
9600,"Exclusive: Trump surges in support, almost even with Clinton in national U.S. poll",politicsNews,facts
9601,Top House Democrat expects movement on Puerto Rico bill in days,politicsNews,facts
9602,U.S. House panel cancels plan to introduce Puerto Rico bill,politicsNews,facts
9603,North Carolina transgender battle could expand civil rights law,politicsNews,facts
9604,Speaker Ryan says he would step down as Republican convention chair if Trump asks: report,politicsNews,facts
9605,Bid to stop heavy water purchase from Iran blocked in U.S. Senate,politicsNews,facts
9606,Clinton loses to Sanders in coal state of West Virginia,politicsNews,facts
9607,Trump says he would like Speaker Ryan to chair Republican convention: Fox,politicsNews,facts
9608,"Trump to offer views on law and order, judges in speeches: NYT",politicsNews,facts
9609,"Cruz returns to Washington, warns of 'volcanic anger'",politicsNews,facts
9610,Trump says he has narrowed potential running mate picks to five or six: AP,politicsNews,facts
9611,"Obama to visit Hiroshima, will not apologize for World War Two bombing",politicsNews,facts
9612,London's mayor an exception to proposed ban on Muslims: Trump,politicsNews,facts
9613,Former Illinois congressman requests to plead guilty in tax case,politicsNews,facts
9614,"Pennsylvania state senator, Democratic official charged in vote-buying scheme",politicsNews,facts
9615,White House prods Senate on Garland amid Republican blockade,politicsNews,facts
9616,New Jersey judge orders naming of Bridgegate scandal co-conspirators,politicsNews,facts
9617,"Sanders plan raises incomes but also U.S. deficits, analysts say",politicsNews,facts
9618,Commentary: Party leaders often disliked their nominee. It’s the public vitriol that’s new.,politicsNews,facts
9619,Campaign chief to oversee Trump U.S. vice presidential search,politicsNews,facts
9620,House to introduce Puerto Rico crisis bill on Wednesday: Rep. Bishop,politicsNews,facts
9621,Trump retreats on comments on raising taxes on the wealthy,politicsNews,facts
9622,U.S. government and North Carolina escalate legal fight over transgender law,politicsNews,facts
9623,California Assembly passes gender-neutral restroom bill,politicsNews,facts
9624,Supreme Court nominee to submit questionnaire to lawmakers,politicsNews,facts
9625,Republican Rubio distances himself from Trump VP talk,politicsNews,facts
9626,Trump to meet with Senate Republican leader McConnell Thursday: Politico,politicsNews,facts
9627,Obama to meet with national security advisers about Islamic State,politicsNews,facts
9628,White House: Puerto Rico debt crisis could hamper Zika response,politicsNews,facts
9629,Trump picks NJ Governor Christie to head transition team,politicsNews,facts
9630,Democrats gird for fight with Trump in U.S. Rust Belt states,politicsNews,facts
9631,Michelle Obama helps Prince Harry launch second Invictus Games,politicsNews,facts
9632,Chagrined anti-Trump Republicans seek to recruit third-party candidate,politicsNews,facts
9633,Exclusive: Top reason Americans will vote for Trump: 'To stop Clinton' - poll,politicsNews,facts
9634,"'This is not a reality show,' Obama tells Trump",politicsNews,facts
9635,Top U.S. official visits Vietnam to assess human rights progress,politicsNews,facts
9636,Trump changes tune on tax hikes for wealthy Americans,politicsNews,facts
9637,Palin vows to help defeat Ryan over his refusal to support Trump,politicsNews,facts
9638,"Treading cautiously, House's Ryan to meet Trump",politicsNews,facts
9639,"Obama says U.S. race relations have improved, but work to be done",politicsNews,facts
9640,Alabama's top judge faces ethics charges over gay-marriage order,politicsNews,facts
9641,Arizona joins rest of U.S. in adding health insurance program for children,politicsNews,facts
9642,"Obama: new tax rule will fight corruption, help economy",politicsNews,facts
9643,Clinton more likely to win U.S. presidency than Trump: PredictIt,politicsNews,facts
9644,Trump to testify in Trump University lawsuit after Nov. 8 vote: reports,politicsNews,facts
9645,Trump dips toe into delicate U.S. debt discussion,politicsNews,facts
9646,Oklahoma lawmakers pass bill to reduce feral hog population,politicsNews,facts
9647,Former presidential rival Jeb Bush says he will not vote for Trump,politicsNews,facts
9648,"Kerry jabs at Trump, warns against isolationism in Boston speech",politicsNews,facts
9649,Obama urges scrutiny of Trump's record: 'This is not entertainment',politicsNews,facts
9650,Former Republican presidential hopeful Graham: won't back Trump or Clinton,politicsNews,facts
9651,Japan ambassador takes veiled swipe at Trump's 'America First' stance,politicsNews,facts
9652,Obama to deliver statement on the economy: White House,politicsNews,facts
9653,Republicans grapple with whether to back Trump for White House ,politicsNews,facts
9654,Trump says Britain would be better off outside EU,politicsNews,facts
9655,Republican House Speaker Ryan not ready to support Trump,politicsNews,facts
9656,Trump says he will name possible Supreme Court nominees by July: Fox,politicsNews,facts
9657,Trump says not ready to support House speaker's agenda,politicsNews,facts
9658,FBI likely to interview Clinton soon in emails probe: CNN,politicsNews,facts
9659,"Obama, Mexican president discuss immigration, anti-drugs fight: White House",politicsNews,facts
9660,"Former Texas Gov. Perry endorses Trump, says open to running mate role: CNN",politicsNews,facts
9661,North Carolina lawmaker dismisses U.S. deadline to change bathroom law,politicsNews,facts
9662,Senators urge regulators to ID vehicles with possible faulty Takata air bags,politicsNews,facts
9663,Illinois Senate votes for $454 million higher-education package,politicsNews,facts
9664,Michigan lawmakers push forward $500 mln package for Detroit schools,politicsNews,facts
9665,"Trump's taco tweet baffles, riles social media users",politicsNews,facts
9666,Jacobs Technology awarded $427 million contract: Pentagon,politicsNews,facts
9667,House Speaker Ryan says he is not ready to endorse Trump: CNN,politicsNews,facts
9668,Not over yet: Reid cautions Democrats relishing Trump election battle,politicsNews,facts
9669,"Clinton calls Trump a 'loose cannon,' risky choice for president",politicsNews,facts
9670,White House says Congress has no reason to wait until after Nov election to take up TPP,politicsNews,facts
9671,Republican Trump's new finance chair previously donated to Democrats,politicsNews,facts
9672,Scottish isle a world away from fireworks of native son Trump,politicsNews,facts
9673,"Automakers, states urge White House to reject plan to open spectrum",politicsNews,facts
9674,Trump signals willingness to raise U.S. minimum wage,politicsNews,facts
9675,"U.S. tech firms urge presidential candidates to embrace trade, high-tech visas",politicsNews,facts
9676,Trump wants to help U.S. businesses by lifting slew of regulations: CNBC,politicsNews,facts
9677,"UK PM Cameron says Trump policy on Muslims is wrong, will not apologize",politicsNews,facts
9678,Trump's deportation plan could slice 2 percent off U.S. GDP: study,politicsNews,facts
9679,Senator McCain says Trump would hurt own re-election bid: Politico,politicsNews,facts
9680,Trump says he wouldn't bail out Puerto Rico,politicsNews,facts
9681,"Trump supporters see Iraqi, Syrian refugees as major threat: report",politicsNews,facts
9682,Judge says Clinton may have to testify in email lawsuit,politicsNews,facts
9683,Pot legalization supporters launch California ballot campaign,politicsNews,facts
9684,"Connecticut readies austerity budget vote, aims to cut around $1 billion",politicsNews,facts
9685,"Republican Kasich suspends presidential campaign: NBC, Politico",politicsNews,facts
9686,Trump expects to raise $1 billion with Republican Party: NBC,politicsNews,facts
9687,Trump says he could make cabinet announcements before convention: Fox News,politicsNews,facts
9688,South Carolina Gov. Haley says 'not interested' in being vice president,politicsNews,facts
9689,Social service groups sue Illinois for $100 million over unpaid work,politicsNews,facts
9690,"'Three Amigos' Obama, Trudeau, Pena Nieto to meet June 29",politicsNews,facts
9691,"Following Trump's win, Senate leader reaffirms Garland opposition",politicsNews,facts
9692,Maverick Mexico governor tips Trump to win U.S. presidency,politicsNews,facts
9693,Chicago mayor vows fiscal fix before muni audience,politicsNews,facts
9694,Argentine TV ad mocks Trump to promote soccer tournament,politicsNews,facts
9695,"Some Republican pundits, politicians remain defiantly #NeverTrump",politicsNews,facts
9696,"Don't blame our sanctions, U.S. tells nervous Iran investors",politicsNews,facts
9697,How 'Stop Trump' failed to halt the Republican front-runner  ,politicsNews,facts
9698,"As Trump becomes presumptive nominee, China urges objectivity",politicsNews,facts
9699,Former military intelligence chief advising Trump joins Drone Aviation,politicsNews,facts
9700,"Exiting 2016 race, Republican Cruz leaves himself a path forward",politicsNews,facts
9701,California senate approves bill ending mandatory prostitution sentences,politicsNews,facts
9702,Puerto Rico could face financial chaos without Congress plan: Lew,politicsNews,facts
9703,Illinois House backs Democratic redistricting amendment,politicsNews,facts
9704,Clinton vows to support U.S. coal regions while embracing cleaner energy,politicsNews,facts
9705,Cruz unleashes fury at Trump over Lee Harvey Oswald comment,politicsNews,facts
9706,Ex-N.Y. legislative leader Silver sentenced to 12 years in prison,politicsNews,facts
9707,House panel near unveiling new Puerto Rico debt bill,politicsNews,facts
9708,Kansas budget woes weigh on state's credit ratings,politicsNews,facts
9709,Bill allowing guns on Tennessee campuses becomes law,politicsNews,facts
9710,Obama says Chinese-led trade deal shows need for TPP: Washington Post,politicsNews,facts
9711,Indiana puts Donald Trump’s evangelical support to test,politicsNews,facts
9712,Clinton courts Appalachian voters to counter Trump on trade,politicsNews,facts
9713,Pakistan raps Trump over vow to free doctor who helped track bin Laden,politicsNews,facts
9714,Obama takes Supreme Court fight to Republican senators' home turf,politicsNews,facts
9715,Wrestling body revokes ex-House Speaker Hastert's awards,politicsNews,facts
9716,Obama administration urges Congress to act on Puerto Rico crisis,politicsNews,facts
9717,"Eyeing an Indiana victory, Trump says, 'It's over'",politicsNews,facts
9718,Conservatives in Congress urge shutdown of IRS,politicsNews,facts
9719,May Day rally in Los Angeles features strong anti-Trump theme ,politicsNews,facts
9720,Obama torches Trump at his final Washington correspondents' dinner,politicsNews,facts
9721,Cash-flush California GOP allows chairman to seek third term,politicsNews,facts
9722,"Facing long odds in California, Cruz courts state's Republicans",politicsNews,facts
9723,Anti-Trump protests break out for second day in California,politicsNews,facts
9724,U.S. West Point academy set for first woman dean in two century history,politicsNews,facts
9725,"U.S., European trade negotiators battle political headwinds",politicsNews,facts
9726,Indiana Governor Pence says he will back Cruz for president,politicsNews,facts
9727,Trump praises Sanders but may struggle to win over his voters,politicsNews,facts
9728,Oklahoma lawmakers approve bill to revoke licenses of abortion doctors,politicsNews,facts
9729,"From bikers to truckers, pro-Trump groups plan forceful presence in Cleveland",politicsNews,facts
9730,Brady Campaign's ad draws ire of U.S. anti-gun violence activists,politicsNews,facts
9731,Oklahoma legislation aims to ensure punishment for sex crimes,politicsNews,facts
9732,About 20 demonstrators arrested outside of Trump rally in California ,politicsNews,facts
9733,Trump's 'America first' speech alarms U.S. allies,politicsNews,facts
9734,Biden visits Iraq in show of support amid multiple crises,politicsNews,facts
9735,"After long delay, U.S. Senate approves envoy to Mexico",politicsNews,facts
9736,"Trump attacks Clinton on gender, risking backlash from women",politicsNews,facts
9737,Jenner uses women's restroom at Trump property,politicsNews,facts
9738,Congressman wants Homeland Security to address SAT cheating overseas,politicsNews,facts
9739,U.S. senators release final sentencing reform bill,politicsNews,facts
9740,"House votes to repeal U.S. retirement rule, Obama threatens veto",politicsNews,facts
9741,Oklahoma lawmaker apologizes for linking Native Americans to alcoholism,politicsNews,facts
9742,Trump garners two more endorsements in U.S. Congress,politicsNews,facts
9743,Biden to meet Kurdish officials in unannounced visit to Erbil,politicsNews,facts
9744,White House 'deeply' concerned about China law on foreign NGOs,politicsNews,facts
9745,"Republicans, Obama immigration chief clash over criminal immigrants",politicsNews,facts
9746,White House says Biden's visit is a good indication of U.S. support for Iraq,politicsNews,facts
9747,Pentagon chief would back lifting restrictions on U.S. arms to Vietnam,politicsNews,facts
9748,House Speaker Ryan invites India's Modi to address Congress,politicsNews,facts
9749,U.S. says working to cut off North Korean remittances,politicsNews,facts
9750,"Treasury, House panel getting 'very close' on Puerto Rico debt bill",politicsNews,facts
9751,Biden meets PM Abadi in Baghdad to discuss security: state TV,politicsNews,facts
9752,Tennessee law to allow counselors to deny service based on beliefs,politicsNews,facts
9753,"Wealthy, educated voters fuel Trump's East Coast sweep",politicsNews,facts
9754,"Republican Cruz, hoping to revive struggling campaign, taps Fiorina as No. 2 ",politicsNews,facts
9755,In the battle for Hollywood endorsements - and cash - Clinton rules,politicsNews,facts
9756,Exclusive: Half of Americans think presidential nominating system 'rigged' - poll,politicsNews,facts
9757,Republican donor backs clean energy senators with digital campaign,politicsNews,facts
9758,U.S. lawmakers debate funding gimmick in defense policy bill,politicsNews,facts
9759,Trump rhetoric shows need to remake case for trade: Zoellick,politicsNews,facts
9760,"Hastert loses one Illinois pension, keeps another after sentencing",politicsNews,facts
9761,Elections get dirty as adult filmmakers set up political action committee,politicsNews,facts
9762,Former Kentucky governor says successor may be target of FBI probe,politicsNews,facts
9763,"Carly's croon sparks bewilderment, criticism on social media",politicsNews,facts
9764,Ryan wants to end Obamacare cost protections for sick consumers,politicsNews,facts
9765,"Ackman, Valeant pledge reforms after spiking drug prices",politicsNews,facts
9766,Valeant to pay new CEO Papa base salary of $1.5 million ,politicsNews,facts
9767,Clinton sole presidential hopeful to attend Asian American forum,politicsNews,facts
9768,Trump's Washington foreign policy speech,politicsNews,facts
9769,U.S. Congress passes legislation to protect firms' trade secrets,politicsNews,facts
9770,Sanders says to lay off hundreds of campaign workers: NY Times,politicsNews,facts
9771,Email privacy bill unanimously passes U.S. House,politicsNews,facts
9772,"Ex-House Speaker Hastert gets 15 months, admits sex abuse",politicsNews,facts
9773,Maine official approves ballot initiative on marijuana legalization,politicsNews,facts
9774,Iran nuclear deal fight threatens Senate spending bill,politicsNews,facts
9775,Alabama city makes bathroom access by gender identity a crime,politicsNews,facts
9776,U.S. top court poised to overturn Virginia ex-governor's bribery conviction,politicsNews,facts
9777,"Obama to visit Flint, Michigan to hear about water crisis",politicsNews,facts
9778,White House urges congressional action amid Flint water crisis,politicsNews,facts
9779,House Speaker Ryan: All options open on Zika funding,politicsNews,facts
9780,Republican presidential candidate Cruz to make announcement at 4 p.m.,politicsNews,facts
9781,North Carolina lawmaker: 'we must fight to keep our state straight',politicsNews,facts
9782,U.S. diplomat Nuland says optimistic about Ukraine reforms,politicsNews,facts
9783,Baltimore primary voters back reform candidate for mayor after Freddie Gray unrest,politicsNews,facts
9784,Judge rejects challenge to Arizona presidential nominating election,politicsNews,facts
9785,House passes bill seeking to counter extremists' recruiting pitches,politicsNews,facts
9786,Jury deadlocks over tax-evasion charges against Washington state auditor,politicsNews,facts
9787,Kansas governor withdraws from Syrian refugee program,politicsNews,facts
9788,Rights groups appeal ruling upholding North Carolina voter ID law,politicsNews,facts
9789,"NYC mayor presents $82.2 billion budget, overhauls hospitals",politicsNews,facts
9790,"U.S. military can withstand the sage grouse, lawmakers say",politicsNews,facts
9791,U.S. justices mull propriety of recalling discharged jury to duty,politicsNews,facts
9792,U.S. top court backs New Jersey cop's political retaliation claim,politicsNews,facts
9793,House Democrats question if Valeant is withholding records,politicsNews,facts
9794,U.S. says Cubans' favorable immigration status to stay in place,politicsNews,facts
9795,House Republican leader sees Puerto Rico bill before July,politicsNews,facts
9796,Battle over N.C. transgender law intensifies as lawmakers reconvene,politicsNews,facts
9797,Exclusive: U.S. agencies split over fingerprinting parents of child immigrants,politicsNews,facts
9798,Federal judge upholds voter ID law in North Carolina,politicsNews,facts
9799,"On Election Eve for five states, Trump rips Cruz and Kasich",politicsNews,facts
9800,Sexual abuse accuser sues ex-House Speaker Hastert for $1.8 million   ,politicsNews,facts
9801,Cruz campaign vetting Fiorina as a possible VP pick: ABC News,politicsNews,facts
9802,Chief justice calls U.S. patent challenge process bizarre,politicsNews,facts
9803,Sentencing reform could help U.S. economy: White House panel,politicsNews,facts
9804,Boston mayor says not subject of federal probe into labor unions,politicsNews,facts
9805,"Republicans Cruz, Kasich reach 'stop-Trump' deal",politicsNews,facts
9806,Billionaire green donor launches U.S. millennial voter drive,politicsNews,facts
9807,Illinois governor signs higher education stopgap funding bill,politicsNews,facts
9808,"Obama, Merkel push for trade deal as foreign crises weigh",politicsNews,facts
9809,"Driven up the wall by Trump, Mexico looks to recast image in U.S.",politicsNews,facts
9810,Obama takes on role of America's pitchman at German trade show,politicsNews,facts
9811,Toned-down Trump does not mean retreat from policy: aide,politicsNews,facts
9812,Republican financier Koch says Clinton might make better president,politicsNews,facts
9813,Merkel says Geneva talks should aim to agree safe areas in Syria,politicsNews,facts
9814,Obama says EU and U.S. must move forward with TTIP,politicsNews,facts
9815,White House to make decision on 9/11 report by June: Bob Graham,politicsNews,facts
9816,Virginia ex-governor takes corruption appeal to U.S. top court,politicsNews,facts
9817,Donald Trump's unlikely villain: piano-playing Reince Priebus,politicsNews,facts
9818,"Trump bashes Clinton, promises not to become boring",politicsNews,facts
9819,Hillary Clinton also wants Britain to stay in the EU,politicsNews,facts
9820,Severe criminal justice policies hurt U.S. economy: White House,politicsNews,facts
9821,U.S. oil baron Harold Hamm endorses Trump for president,politicsNews,facts
9822,Virginia governor signs order restoring voting rights for felons,politicsNews,facts
9823,"Unpopularity of Clinton, Trump puts spotlight on potential running mates",politicsNews,facts
9824,Spy chief pressed for number of Americans ensnared in data espionage,politicsNews,facts
9825,Top House Republican condemns reported U.S. purchase of Iran heavy water,politicsNews,facts
9826,Markets ignore Trump presidential bid at their peril,politicsNews,facts
9827,U.S. to propose Obama visit Hiroshima in late May: Nikkei,politicsNews,facts
9828,"Trump has been playing a part, will become more presidential: adviser",politicsNews,facts
9829,Clinton targets young voters with new fundraising group,politicsNews,facts
9830,Trump offers support for bathroom access based on gender identity,politicsNews,facts
9831,Guantanamo shrinking but Obama goal of closing prison still elusive,politicsNews,facts
9832,Republican candidate Kasich passed over by 'Time 100',politicsNews,facts
9833,Mexico Senate committee OK's air transport deal with United States,politicsNews,facts
9834,"Kerry, Zarif to discuss U.S. sanctions relief for Iran on Friday: U.S.",politicsNews,facts
9835,Sanders raises more cash but Clinton makes campaign dollars go further,politicsNews,facts
9836,Sen. Warren demands answers from U.S. regulators over Cohen firm,politicsNews,facts
9837,U.S. Capitol replacing flag display over Confederate imagery,politicsNews,facts
9838,Senators close to proposal on Zika funds: Republican committee chairman,politicsNews,facts
9839,House speaker cites progress on Puerto Rico debt bill,politicsNews,facts
9840,Top House Democrat: Hopeful action on Puerto Rico bill comes next week,politicsNews,facts
9841,Nearly half Australians shrink at prospect of President Trump: poll,politicsNews,facts
9842,"Japan Inc sees damaged security, less U.S. trade in Trump presidency: Reuters poll",politicsNews,facts
9843,Kansas governor eyes tobacco bonds for budget fix,politicsNews,facts
9844,"Obama, Saudi king discuss strained alliance, Middle East conflicts",politicsNews,facts
9845,"Regional crises, not human rights, to dominate Obama-Gulf talks",politicsNews,facts
9846,Trump tightens grip on U.S. Republican nomination,politicsNews,facts
9847,Pot legalization group says to meet White House officials,politicsNews,facts
9848,Republican establishment warms to Trump after big New York win,politicsNews,facts
9849,Trump leans toward replacing Fed chief if he wins White House,politicsNews,facts
9850,"Obama, Saudi king discuss U.S.-Saudi ties, conflicts: White House",politicsNews,facts
9851,Lawmakers may ask Air Force to look at restarting F-22 production,politicsNews,facts
9852,Oklahoma can consider PTSD in sentencing veterans under proposed law,politicsNews,facts
9853,"Obama, Abu Dhabi Crown Prince discuss Yemen, Libya conflicts",politicsNews,facts
9854,War of words with pope no issue for Trump backers: Reuters/Ipsos poll,politicsNews,facts
9855,U.S. lawmaker wants hearing on bill to curb shell company abuse,politicsNews,facts
9856,'Reality' of 9/11 report less damaging than rumors: U.S. Democrat,politicsNews,facts
9857,"Senate passes bill to bolster power grid, speed LNG exports",politicsNews,facts
9858,Supreme Court upholds Arizona legislative districts,politicsNews,facts
9859,"Obama, Crown Prince of Abu Dhabi to meet Wednesday evening - White House",politicsNews,facts
9860,Contested convention chances down after Trump takes NY: PredictIt,politicsNews,facts
9861,Apple refused China request for source code in last two years: lawyer,politicsNews,facts
9862,Senator Hatch raps House's Puerto Rico debt bill,politicsNews,facts
9863,Senior U.S. lawmakers want India PM Modi to address U.S. Congress,politicsNews,facts
9864,"On Oklahoma bombing anniversary, a pitch for Garland for Supreme Court",politicsNews,facts
9865,"U.S. judge approves court, police accord for Ferguson, Missouri",politicsNews,facts
9866,UnitedHealth plans to exit Obamacare exchanges,politicsNews,facts
9867,UnitedHealth's Obamacare exit adds pricing pressure on rivals,politicsNews,facts
9868,U.S. House committee votes to smooth e-cigarette regulatory path,politicsNews,facts
9869,Senate's McConnell still looking at Saudi 9/11 lawsuit bill,politicsNews,facts
9870,Secret U.S. court issues first order for phone data under new law,politicsNews,facts
9871,Kentucky's Republican governor calls for probe of Democratic predecessor,politicsNews,facts
9872,House leader wants review of 9/11 bill that would let Americans sue Saudis,politicsNews,facts
9873,U.S. chief justice uses sign language as deaf lawyers sworn in,politicsNews,facts
9874,New York City watchdog decries 'irregularities' in primary voting,politicsNews,facts
9875,"U.S., Iran discuss fulfilling nuclear deal pledges to Tehran",politicsNews,facts
9876,"Washington, DC lawmakers finalize ban on public pot smoking",politicsNews,facts
9877,U.S. justices weigh federal fraud claim over woman's death,politicsNews,facts
9878,"Sanders opposes Constitution pipeline between Pennsylvania, NY",politicsNews,facts
9879,U.S. lawsuit seeks disclosure of court orders on decryption,politicsNews,facts
9880,Trump candidacy: Where some fear to tread others see a path to victory,politicsNews,facts
9881,U.S. says Kerry to meet Iran foreign minister on Tuesday,politicsNews,facts
9882,Senate passes bill to boost travel security after Brussels,politicsNews,facts
9883,U.S. top court appears unlikely to revive Obama immigration plan,politicsNews,facts
9884,"Immigration overhaul backers sing, dance, chant at U.S. Supreme Court",politicsNews,facts
9885,"North Korea can learn from Iran nuclear deal, U.S. says",politicsNews,facts
9886,Sanders hits Clinton on campaign finance hours before New York votes,politicsNews,facts
9887,U.S. to send more troops to Iraq to tackle Islamic State,politicsNews,facts
9888,Obama: U.S. giving more support to Iraq as it fights Islamic State  ,politicsNews,facts
9889,White House: Not in Saudi interest to destabilize global economy over 9/11 bill,politicsNews,facts
9890,"U.S. poised to approve Boeing fighter jet sales to Qatar, Kuwait",politicsNews,facts
9891,Milestones in the Supreme Court immigration case,politicsNews,facts
9892,White House: Michelle Obama to join husband on trip to Britain,politicsNews,facts
9893,Factbox: Legal issues in Supreme Court immigration case,politicsNews,facts
9894,Ryan urges Obama to rule out sanctions 'workarounds' for Iran,politicsNews,facts
9895,Clinton says she would 'go further' than Obama on immigration: statement,politicsNews,facts
9896,U.S. to give Philippines eye in sky to track South China Sea activity,politicsNews,facts
9897,U.S. pledges 'strong response' in event of another North Korean nuclear test,politicsNews,facts
9898,Chinese official calls Trump 'irrational' on trade,politicsNews,facts
9899,Cruz adviser says Trump campaign taking 'banana republic' approach,politicsNews,facts
9900,Access to U.S. financial system not part of Iran nuclear deal: White House,politicsNews,facts
9901,Obama immigration action goes before Supreme Court,politicsNews,facts
9902,Factbox: Legal issues in Supreme Court immigration case,politicsNews,facts
9903,Milestones in the Supreme Court immigration case,politicsNews,facts
9904,Ted Cruz wins Wyoming Republican presidential nominating contest,politicsNews,facts
9905,Clinton backer George Clooney condemns 'obscene' sums in White House race,politicsNews,facts
9906,Pope says its crazy to see his meeting with Bernie Sanders as political,politicsNews,facts
9907,Obama urges more consumer choices for cable TV set-top boxes,politicsNews,facts
9908,Former TV 'Apprentices' denounce Trump White House bid,politicsNews,facts
9909,Sanders' tax returns highlight contrast with rival Clinton,politicsNews,facts
9910,Trump campaign manager says he called reporter after run-in: CNN,politicsNews,facts
9911,Carnival expects Cuba to allow Cuban-Americans on inaugural cruise,politicsNews,facts
9912,Protesters nationwide denounce big money in U.S. politics,politicsNews,facts
9913,U.N. rights chief decries 'bigotry' in U.S. presidential race,politicsNews,facts
9914,"Puerto Rico rescue falters under attack by conservatives, investors",politicsNews,facts
9915,Obamas donated less to charities in 2015 as income slipped,politicsNews,facts
9916,Obama tax inversion rules may overstep authority: U.S. lawmaker,politicsNews,facts
9917,Mississippi governor signs law allowing armed church security,politicsNews,facts
9918,Sanders at Vatican says rich-poor gap worse than 100 years ago,politicsNews,facts
9919,Immigrants in limbo as U.S. top court weighs Obama action,politicsNews,facts
9920,"Clinton, Sanders Democratic debate draws 5.6 million viewers: CNN",politicsNews,facts
9921,Most House members sign letter backing Israel at U.N.,politicsNews,facts
9922,U.S. lawmaker calls on IRS chief to resign over handling of hacked data,politicsNews,facts
9923,Congress should give Puerto Rico debt restructuring authority: White House,politicsNews,facts
9924,Republican Party says complaints over delegates 'distracting',politicsNews,facts
9925,"Cruz says will target taxes, bank regulation if elected: CNBC interview",politicsNews,facts
9926,"In Wyoming, Cruz shows edge over Trump in grasp of nuances of White House race",politicsNews,facts
9927,Trump talks up 'New York values' as protesters demonstrate against him,politicsNews,facts
9928,Former New York governor Pataki endorses Republican John Kasich,politicsNews,facts
9929,John Kerry: Carnival should not bar Cuban-Americans from cruises to Cuba,politicsNews,facts
9930,Democrats to sue Arizona officials over primary voting problems,politicsNews,facts
9931,No prosecution for Trump campaign manager Florida battery charge,politicsNews,facts
9932,"Apple, FBI to clash again in Congress over encryption",politicsNews,facts
9933,"Cyber as big a threat as Iran, North Korean ICBMs: U.S. admiral",politicsNews,facts
9934,Senate committee approves authorization for U.S. commodities regulator,politicsNews,facts
9935,"Six years after BP spill, U.S. sets new offshore oil safety rules",politicsNews,facts
9936,"Celebrity U.S. presidential picks prompt alliances, rifts",politicsNews,facts
9937,Trump's 'Paterno' comment sparks jeers on social media,politicsNews,facts
9938,U.S. lawmakers target May 1 for Puerto Rico debt crisis bill,politicsNews,facts
9939,House Speaker Ryan: lawmakers likely to come together on Puerto Rico,politicsNews,facts
9940,"Thornton, Arkansas congressman who figured in Nixon impeachment, dies",politicsNews,facts
9941,House Speaker Ryan says opposes giving Iran access to U.S. dollar,politicsNews,facts
9942,House Speaker Ryan backs continued aid to Egypt,politicsNews,facts
9943,"Trump takes steps to reset his campaign, tries to soften his image ",politicsNews,facts
9944,"Unions endorse Sanders, Clinton for president as NY race nears",politicsNews,facts
9945,Trump's jobs homecoming a long shot even in manufacturing hot spots ,politicsNews,facts
9946,Republican Cruz speaks highly of Rubio when asked about possible VP running mate,politicsNews,facts
9947,"Sanders, Clinton join picket lines, fight for union support",politicsNews,facts
9948,Trump campaign manager will not be prosecuted on battery charge: Politico,politicsNews,facts
9949,U.S. Congress panel postpones work on Puerto Rico debt bill,politicsNews,facts
9950,Puerto Rico creditors cancel lawsuit after governor's emergency order,politicsNews,facts
9951,Dealmakers say a Trump presidency would be bad for M&A,politicsNews,facts
9952,Senate panel releases draft of controversial encryption bill,politicsNews,facts
9953,U.S. House panel says Puerto Rico bill in limbo as talks continue,politicsNews,facts
9954,U.S. House panel cancels Thursday session on Puerto Rico debt bill,politicsNews,facts
9955,"U.S. Treasury, Democrats concerned over Puerto Rico plan ",politicsNews,facts
9956,Critics slam proposed South Carolina transgender bathroom bill,politicsNews,facts
9957,Obama to issue new offshore drilling rules on Thursday: source,politicsNews,facts
9958,Long-stalled email privacy bill advances in Congress,politicsNews,facts
9959,"Republican, signaling a shift, says more money needed for Zika fight",politicsNews,facts
9960,JPMorgan passes up chance to counter Sanders' criticism,politicsNews,facts
9961,Senate Democrats want changes to House Republican bill on Puerto Rico,politicsNews,facts
9962,White House says more work needed on Republicans' Puerto Rico plan ,politicsNews,facts
9963,House Speaker Ryan's campaign fundraising tops $17 million in first quarter,politicsNews,facts
9964,Clinton to propose creation of immigrant affairs office,politicsNews,facts
9965,"Electrical workers in New York City area endorse Clinton, campaign says",politicsNews,facts
9966,Republican Paul Ryan on 2016 presidential race: Count me out,politicsNews,facts
9967,Puerto Rico rescue plan strains U.S. Republican caucus,politicsNews,facts
9968,Senate Judiciary Committee chairman Grassley tells Garland no hearings,politicsNews,facts
9969,Congress sends Obama bill on Zika drug development,politicsNews,facts
9970,Obama expected to sign bill on Zika drug development: White House,politicsNews,facts
9971,"Hillary Clinton, NYC mayor assailed for racially charged joke",politicsNews,facts
9972,U.S. House Speaker Ryan applauds new Puerto Rico aid bill,politicsNews,facts
9973,Chicago schools would have less funding in governor's budget,politicsNews,facts
9974,"U.S. presidential rivals Clinton, Sanders tied in support among Democrats: poll",politicsNews,facts
